15/06/2019 12:06:52 8670.35 0.4276 4.932e-05
15/06/2019 12:07:53 8669.3 0.4281 4.936e-05
15/06/2019 12:08:55 8668.84 0.4282 4.938e-05
15/06/2019 12:09:57 8664.92 0.428 4.937e-05
15/06/2019 12:10:59 8671.0 0.4278 4.937e-05
15/06/2019 12:12:01 8678.73 0.4283 4.94e-05
15/06/2019 12:13:02 8684.4 0.4294 4.942e-05
15/06/2019 12:14:04 8690.98 0.4295 4.943e-05
15/06/2019 12:15:06 8688.07 0.4291 4.943e-05
15/06/2019 12:16:08 8679.31 0.4292 4.943e-05
15/06/2019 12:17:10 8679.47 0.429 4.942e-05
15/06/2019 12:18:12 8689.98 0.429 4.939e-05
15/06/2019 12:19:15 8687.54 0.4291 4.942e-05
15/06/2019 12:20:17 8691.34 0.4288 4.943e-05
15/06/2019 12:21:19 8683.36 0.429 4.94e-05
